4377	흐리다		heurida	a.	cloudy, dim, unclear	날씨가 흐립니다.	It’s cloudy.	25 | 0.95
4378	자연히		jayeonhi	adv.	naturally, by itself	소식이 자연히 끊겼어.	Communication cut off naturally.	25 | 0.93
4379	구하다	2	guhada	v.	save, rescue, redeem	우리는 어려운 상황에 놓인 아이들을 구했다.	We saved children in a difficult situation.	25 | 0.93
4380	인형		inhyeong	n.	doll	인형이 정말 귀엽군요.	The doll is really cute.	25 | 0.99
4381	노예		noye	n.	slave	그의 조상은 노예였다.	His ancestors were slaves.	25 | 0.88
4382	과자		gwaja	n.	snack	과자가 너무 비싸네.	The snack is too expensive.	25 | 0.87
4383	고유		goyu	n.	inherent, indigenous	우리는 고유의 전통을 준수해.	We observe the indigenous tradition.	25 | 0.89
4384	감사	2	gamsa	n.	gratitude, appreciation	여러분의 성원에 감사를 드립니다.	I am sending my gratitude for your support.	25 | 0.87
4385	충돌		chungdol	n.	collision, crash	두 차량의 충돌이 있었어.	There was a two-vehicle collision.	25 | 0.89
4386	각자	2	gakja	adv.	each, respectively	모두 각자 일에 최선을 다한다.	Everyone respectively does their best on the work.	25 | 0.86
4387	외국어		oegugeo	n.	foreign language	어떤 외국어를 공부하니?	Which foreign language are you studying?	25 | 0.83
4388	주년		junyeon	n.b.	COUNTER (anniversary)	올해가 결혼 10주년입니다.	This year is our tenth wedding anniversary.	25 | 0.71
4389	과학자		gwahakja	n.	scientist	어릴 때는 과학자가 되고 싶었지.	When I was young, I wanted to be a scientist.	25 | 0.83
4390	전면		jeonmyeon	n.	every aspect; the entire surface	경영 방식이 전면 바뀔 겁니다.	Management’s ways will change in every aspect.	25 | 0.69
4391	회복하다		hoebokada	v.	recover, restore	건강을 많이 회복했구나.	Your health has really recovered.	25 | 0.95
4392	꼭	2	kkok	adv.	tightly, firmly	나는 그의 손을 꼭 잡았어.	I grabbed his hands tightly.	25 | 0.82
4393	시조		sijo	n.	traditional Korean short poem	선생님은 자주 시조를 외우셨지.	My teacher often recited traditional Korean short poems.	25 | 0.78
4394	고추		gochu	n.	pepper	고추가 잘 익었네.	The peppers ripened well.	25 | 0.95
4395	기념		ginyeom	n.	commemoration, remembrance	출판 기념으로 파티를 열 거예요.	A party will be held in commemoration of the publication.	25 | 0.79
4396	조항		johang	n.	article, clause	계약에 그런 조항이 있어요?	Was there such an article in the contract?	25 | 0.74
4397	사과	1	sagwa	n.	apple	사과가 잘 익었구나.	The apples ripened well.	25 | 0.98
4398	시중		sijung	n.	market	시중에 그런 소문이 돕니다.	That sort of rumor is floating around the market.	25 | 0.77
4399	주목		jumok	n.	attention	이 작품이 관객의 주목을 끌어요.	This work gets the audience’s attention.	25 | 0.81
4400	최후		choehu	n.	last	최후 통보를 받았어요.	I received the last notice.	25 | 1.00
4401	수립		surip	n.	establishment, founding	새로운 정당의 수립이 필요합니다.	Establishing a new political party is necessary.	25 | 0.84
4402	종목		jongmok	n.	event	어떤 스포츠 종목을 선택했나요?	Which sports event did you select?	25 | 0.52
4403	실천하다		silcheonhada	v.	practice, put . . . into practice; fulfill	반드시 약속을 실천하세요.	Make sure to fulfill the promise.	25 | 0.91
4404	평등		pyeongdeung	n.	equality	자유와 평등을 위해 그들은 싸웠다.	They fought for freedom and equality.	25 | 0.86
4405	내면		naemyeon	n.	inner side	화가는 자신의 내면 세계를 표현했다.	The painter expressed her inner self.	25 | 0.93
4406	별명		byeolmyeong	n.	nickname	별명이 있습니까?	Do you have a nickname?	25 | 0.93
4407	보건		bogeon	n.	health	보건당국의 발표가 곧 있을 예정이다.	There will be an announcement from the health authorities.	25 | 0.74
4408	흑인		heugin	n.	black	그는 아프리카 출신 흑인이야.	He is a black man from Africa.	25 | 0.96
4409	지극히		jigeuki	adv.	extremely, exceedingly	난 지극히 평범한 사람이다.	I am an extremely ordinary person.	25 | 0.97
4410	육지		yukji	n.	land	이 다리는 섬과 육지를 연결합니다.	This bridge connected an island and land.	25 | 0.83
4411	본질적		bonjiljeok	n.	essential, fundamental	두 분야는 본질적으로 다르다.	The two areas are essentially different.	25 | 0.80
4412	낯		nat	n.	face	나는 낯이 뜨거웠다.	My face felt hot.	25 | 0.81
4413	화장품		hwajangpum	n.	cosmetics	화장품이 잘 팔린다.	Cosmetics sell well.	25 | 0.88
4414	우려하다		uryeohada	v.	concern, worry	우리는 사고를 우려했다.	We were concerned about the accident.	25 | 0.68
4415	리그		rigeu	n.	league	이번 리그의 우승을 노려보자.	Let’s target the championship in this league.	25 | 0.35
4416	홍수		hongsu	n.	flood	홍수로 많은 피해가 있었습니다.	Because of the flood, there was a lot of damage.	25 | 0.89
4417	방위		bangwi	n.	defense	국가 방위 체제가 흔들렸다.	The national defense system was faltering.	25 | 0.87
4418	사이트		saiteu	n.	site	인터넷 사이트에서 표를 샀지.	I bought a ticket on the Internet site.	25 | 0.47
4419	오로지		oroji	adv.	only	난 오로지 너만 생각해.	I think only of you.	25 | 0.99
4420	성적	2	seongjeok	n.	sex	그는 성적 매력이 있어.	He has sex appeal.	25 | 0.98
4421	가로		garo	n.	width	상자의 가로가 좀 길어.	The width of the box is rather long.	25 | 0.88
4422	잦다		jatda	a.	frequent	아버지는 출장이 잦았다.	Dad’s business trips were frequent.	25 | 0.91
4423	수영		suyeong	n.	swimming	나는 수영에는 자신이 있어.	I am confident in swimming.	25 | 0.92
4424	손톱		sontop	n.	fingernail	손톱이 빨리 자랐다.	My fingernails grew fast.	25 | 0.88
4425	어긋나다		eogeunnada	v.	be dislocated; go wrong; be estranged	뭔가 어긋난 모양입니다.	Something seems to be dislocated.	25 | 0.97
4426	품목		pummok	n.	item	품목에 따라 가격이 달라집니다.	The price changes with the items.	25 | 0.67
4427	가짜		gajja	n.	fake, forgery	이 서류는 가짜야.	This document is fake.	25 | 0.94
4428	흘러내리다		heulleonaerida	v.	roll down, run down	눈물이 멈추지 않고 흘러내렸다.	Tears ran down without stopping.	25 | 0.78
4429	월말		wolmal	n.	end of the month	월말이면 월급이 나와.	My salary is paid at the end of the month.	25 | 0.50
4430	두려워하다		duryeowohada	v.	fear, be afraid of	무엇을 두려워하니?	What are you afraid of?	25 | 0.99
4431	만족		manjok	n.	satisfaction	그들은 만족을 모른다.	They do not know satisfaction.	25 | 0.94
4432	맛보다		matboda	v.	taste, try	제가 만든 요리를 맛보세요.	Taste the dish I made.	25 | 0.99
4433	빛깔		bitkkal	n.	color	과일이 빛깔이 빨갛다.	The color of the fruit is red.	25 | 0.95
4434	미국인		migugin	n.	American	미국인이 많구나.	There are many Americans.	25 | 0.92
4435	우선	2	useon	n.	priority	취직이 우선이다.	Getting a job is the priority.	25 | 0.91
4436	정체		jeongche	n.	identity	아무도 그의 정체를 모른다.	Nobody knows his identity.	25 | 0.99
4437	표면		pyomyeon	n.	surface	종이 표면이 아주 매끄럽다.	The surface of the paper is very smooth.	25 | 0.84
4438	북	2	buk	n.	North Korea	그는 전쟁 후에 북으로 갔어.	He went to North Korea after the war.	25 | 0.83
4439	승인		seungin	n.	approval, approbation	정부 승인인 난 법안입니다.	It is the bill for which government approval was obtained.	25 | 0.76
4440	흥분		heungbun	n.	excitement, agitation	나는 흥분을 가라앉혔어.	I calmed my excitement down.	25 | 0.96
4441	미워하다		miwohada	v.	hate, dislike	그는 미워할 수가 없다니까.	I can’t hate him.	25 | 0.87
4442	간직하다		ganjikada	v.	keep, have	이 편지를 잘 간직해라.	Keep this letter safe.	25 | 0.99
4443	허락하다		heorakada	v.	allow, let	부모님이 그걸 허락하셨어?	Did your parents allow it?	25 | 0.94
4444	구축하다		guchukada	v.	construct, build	그는 사업을 통해 부를 구축했다.	He built up wealth through his business.	25 | 0.88
4445	해당되다		haedangdoeda	v.	apply; belong to; fall (on)	이 경우에 해당되는 사람은 손을 드세요.	Raise your hand if you belong to this case.	25 | 0.90
4446	회계		hoegye	n.	accounting	총무가 회계를 관리하는데.	The general affairs manager takes care of accounting.	25 | 0.72
4447	행정부		haengjeongbu	n.	administration, the executive	행정부의 지도력이 부족한 거야.	The administration’s leadership is lacking.	25 | 0.71
4448	중동		jungdong	n.	Middle East	중동 지역의 상황이 좋지 않아.	The situation in the Middle East is not good.	25 | 0.82
4449	꺼리다		kkeorida	v.	avoid, shun	작가는 사람 만나기를 꺼린다.	The writer avoids meeting people.	25 | 0.94
4450	갖가지		gatgaji	n.	various kinds	갖가지 상품들이 진열되어 있네요.	There are various kinds of products displayed.	25 | 0.98
4451	즐거움		jeulgeoum	n.	pleasure, joy	삶의 즐거움이었다.	It was the pleasure of life.	25 | 0.95
4452	외환		oehwan	n.	foreign exchange	외환 규제가 완화될 겁니다.	Regulation on foreign exchanges will be relaxed.	25 | 0.51
4453	부실		busil	n.	weak, poor; unreliability	부실 공사가 행해졌다.	Poor construction was done.	25 | 0.57
4454	품질		pumjil	n.	quality	품질이 우수한 제품이 잘 팔려.	The product with excellent quality sells well.	25 | 0.76
4455	불행		bulhaeng	n.	unhappiness, misfortune	그의 불행은 마음에서 비롯했다.	His unhappiness originated in his mind.	25 | 0.98
4456	설정		seoljeong	n.	set-up, creation	이런 설정은 부자연스러운데.	This sort of set-up is unnatural.	25 | 0.85
4457	기세		gise	n.	force, vigor	적의 기세가 누그러졌다.	The enemy’s forces went down.	25 | 0.94
4458	순위		sunwi	n.	ranking	인기 순위가 발표되었어.	The popularity ranking has been announced.	25 | 0.72
4459	충동		chungdong	n.	impulse, urge	구매 충동을 참기로 했지.	I decided to suppress my buying impulse.	25 | 0.92
4460	섬유		seomyu	n.	fiber, textile	우리 동네에는 섬유 공장이 하나 있어.	There is a textile factory in our town.	25 | 0.81
4461	소지		soji	n.	possession, holding	이 땅은 우리 가족 소지야.	This land is in our family’s possession.	25 | 0.80
4462	출판사		chulpansa	n.	publisher	책의 출판사가 정해졌다.	The publisher of the book has been decided.	25 | 0.94
4463	기호		giho	n.	symbol, sign	이 기호가 무슨 뜻입니까?	What does this symbol mean?	25 | 0.72
4464	우수하다		usuhada	a.	excellent, outstanding	그 학생은 성적이 아주 우수해요.	The student’s grade is outstanding.	25 | 0.91
4465	귀국하다		gwigukada	v.	return to one’s country	나도 곧 귀국할 거야.	I will return to my country soon.	25 | 0.95
4466	편집		pyeonjip	n.	edit, editing, compilation	책의 편집이 다 끝났다.	The book editing has all been done.	25 | 0.89
4467	보수		bosu	n.	conservatism	보수와 진보가 서로 대립했다.	The conservatives and the progressives confronted each other.	25 | 0.82
4468	부지		buji	n.	site, land	그 곳은 원래 백화점 부지였다.	That place was originally the site of a department store.	25 | 0.78
4469	이론적		ironjeok	n.	theoretical	이론적으로는 네가 맞아.	Theoretically you are right.	25 | 0.73
4470	번쩍		beonjjeok	adv.	with a flash, suddenly; lightly	뭔가 번쩍 지나갔어.	Something passed by in a flash.	25 | 0.73
4471	딸리다		ttallida	v.	be attached to, belong to	작은 화장실이 딸린 방입니다.	It’s a room attached to a small bathroom.	25 | 0.83
4472	낚시		naksi	n.	fishing	낚시를 좋아하세요?	Do you like fishing?	25 | 0.92
4473	집권		jipgwon	n.	seizure of power	한 사람의 장기 집권은 바람직하지 않아.	It’s undesirable for one person to seize power and hold it long term.	25 | 0.78
4474	사법		sabeop	n.	jurisdiction	사법 제도가 바뀔 겁니다.	The judicial system will change.	25 | 0.78
4475	부서지다		buseojida	v.	shatter, break	잔이 산산이 부서졌다.	The glass shattered into pieces.	24 | 0.90
4476	기색		gisaek	n.	look, appearance; sign, indication	그는 불편한 기색이었어.	He looked uncomfortable.	24 | 0.78
4477	시각	2	sigak	n.	sight, vision	이 문제는 다른 시각으로 볼 수 있어요.	This issue can be seen from a different perspective.	24 | 0.91
4478	넉넉하다		neongneokada	a.	enough, sufficient	주머니에 돈이 넉넉했어.	The money in my pocket was enough.	24 | 0.95
4479	모여들다		moyeodeulda	v.	gather, come together	사람들이 점점 모여들었다.	People gathered in more and more places.	24 | 0.97
4480	주한		juhan	n.	stationed in Korea	그는 주한 미군에서 복무했다.	He worked in the US forces stationed in Korea.	24 | 0.68
4481	어기다		eogida	v.	offend, violate, infringe	교통 법규를 어기지 마세요.	Don’t violate traffic regulations.	24 | 0.96
4482	뒤늦다		dwineutda	a.	late, belated	우리는 그 사실을 뒤늦게 알았어.	We learned about that fact late.	24 | 0.91
4483	거들다		geodeulda	v.	support, help	나도 어머니를 거들었어.	I also helped my mother.	24 | 0.84
4484	끼이다		kkiida	v.	be put (get) between; be caught in; be tight	이 사이에 뭔가 껴 있어.	Something is caught in my teeth.	24 | 0.91
4485	얼핏		eolpit	adv.	in a flash, in a glance	얼핏 기억나는 게 있었다.	I remembered something in a flash.	24 | 0.88
4486	입맛		immat	n.	one’s taste, one’s palate	입맛이 좀 되살아났어.	My taste buds revived a little.	24 | 0.91
4487	비키다		bikida	v.	step aside, move away	현우는 옆으로 얼른 비켰다.	Hyunwu stepped aside quickly.	24 | 0.78
4488	활성화		hwalseonghwa	n.	activation, revitalization	경제 활성화 정책이 발표되었어요.	The policy for economic revitalization was announced.	24 | 0.74
4489	머릿속		meoritsok	n.	one’s head, one’s mind	머릿속이 하얗다.	My mind’s gone blank.	24 | 0.84
4490	깃발		gitbal	n.	flag, colors	깃발이 바람에 펄럭이고 있구나.	The flag is flying in the wind.	24 | 0.92
4491	섬기다		seomgida	v.	serve, take care of (with respect)	부모님을 섬기면서 시골에서 살고 싶다.	I want to live in the countryside serving my parents.	24 | 0.83
4492	고속도로		gosokdoro	n.	highway	고속도로에서 사고가 났다.	There was an accident on the highway.	24 | 0.87
4493	대폭		daepok	adv.	sharply, drastically	백화점이 가격을 대폭 내렸다.	The department stores lowered the price dramatically.	24 | 0.56
4494	대개	2	daegae	n.	most (things, people)	대개가 모르는 이들이었어.	Most people were strangers to me.	24 | 0.92
4495	명제		myeongje	n.	proposition	그 명제는 거짓입니다.	That proposition is false.	24 | 0.50
4496	고도		godo	n.	altitude, height	고도가 얼마나 됩니까?	What’s the altitude?	24 | 0.88
4497	멎다		meotda	v.	stop	숨이 멎는 듯했어요.	I felt my breath stop.	24 | 0.79
4498	미사일		misail	n.	missile	그들은 미사일을 발사했다.	They fired a missile.	24 | 0.63
4499	장애인		jangaein	n.	handicapped, disabled	그 회사는 장애인들을 고용해요.	The company hires the handicapped.	24 | 0.48
4500	무속		musok	n.	shamanism	그는 무속에 대해 연구한다.	He studies shamanism.	24 | 0.73
4501	보태다		botaeda	v.	add	나는 동생에게 돈을 보태 주었다.	I added money for my brother.	24 | 0.90
4502	모스크바		moseukeuba	n.	Moscow	모스크바는 아직 춥습니다.	It’s still cold in Moscow.	24 | 0.87
4503	지나치다	2	jinachida	v.	pass by; exceed	버스는 우리를 지나쳐 갔다.	The bus passed by us.	24 | 0.94
4504	사과	2	sagwa	n.	apology	진심으로 사과 드립니다.	I apologize sincerely.	24 | 0.92
4505	발상		balsang	n.	idea, thinking	이는 창의적 발상이야.	This is a creative idea.	24 | 0.91
4506	가입하다		gaipada	v.	join, affiliate	우리 동아리에 가입하세요.	Join our club.	24 | 0.80
4507	장르		jangneu	n.	genre	장르에 따라 특성이 달라요.	The characteristics are different according to genre.	24 | 0.74
4508	교훈		gyohun	n.	lesson, moral	이번 일을 평생 교훈으로 삼을 테야.	I will treat this event as a life lesson.	24 | 0.92
4509	냉장고		naengjanggo	n.	refrigerator	냉장고를 여세요.	Open the refrigerator.	24 | 0.92
4510	적합하다		jeokapada	a.	proper, appropriate	지민이는 이 일에 적합한 인재지.	Jimin is appropriately talented for this work.	24 | 0.88
4511	쿠데타		kudeta	n.	coup, coup d’état	쿠데타가 실패했던 겁니다.	The coup had failed.	24 | 0.98
4512	뒤쪽		dwijjok	n.	back, the rear	뒤쪽에서 누군가 나를 잡아당겼어요.	Someone pulled me from the back.	24 | 0.89
4513	한데		hande	adv.	together (in one place)	사람들이 한데 사무실에 모여 있었어.	People gathered together in the office.	24 | 0.85
4514	먹이		meogi	n.	food, prey	사자는 먹이를 찾는 듯했어.	The lion seems to have looked for food.	24 | 0.98
4515	발행		balhaeng	n.	publication	그 잡지는 발행 연도가 어떻게 되지?	When is the publication year of that magazine?	24 | 0.66
4516	지정		jijeong	n.	designation, appointment	지정 장소에서만 시험을 볼 수 있어요.	You can take the exam only at the designated place.	24 | 0.76
4517	위성		wiseong	n.	satellite	위성에서 보낸 사진입니다.	It is a photo sent from the satellite.	24 | 0.76
4518	종교적		jonggyojeok	n.	religious	종교적 편견은 옳지 못해요.	Religious prejudice is not right.	24 | 0.79
4519	중생		jungsaeng	n.	people, (all) living things	우리 같은 중생이야 부처의 심오한 뜻을 알 수 있나?	How can people like us figure out the significance of what Buddha says?	24 | 0.86
4520	튀어나오다		twieonaoda	v.	stick out, bulge; pop out	나는 눈이 튀어나오는 거 같았어.	I felt as if my eyes were popping out.	24 | 0.91
4521	확신		hwaksin	n.	conviction	그는 확신에 차 있었어.	He was full of conviction.	24 | 0.99
4522	군중		gunjung	n.	crowd, mass, mob	화가 난 군중들이 광장에 모였다.	An angry crowd gathered in the square.	24 | 0.98
4523	결과적		gyeolgwajeok	n.	result	결과적으로는 잘된 일이지.	As a result, it is well done.	24 | 0.90
4524	수도권		sudogwon	n.	metropolitan area; capital region	수도권의 경제 현황은 어떻습니까?	How is the economic situation in the capital region?	24 | 0.51
4525	일치하다		ilchihada	v.	match	우리 의견이 일치했다.	Our opinions matched.	24 | 0.87
4526	쪽	2	jjok	n.	direction	그는 학교 쪽으로 걸었다.	He walked toward school.	24 | 0.82
4527	인격		ingyeok	n.	personality, character	인격 수양이 중요해요.	Character training is important.	24 | 0.91
4528	종종		jongjong	adv.	occasionally, often	이런 일이 종종 있어.	This kind of thing occasionally happens.	24 | 0.98
4529	장식		jangsik	n.	ornament, decoration	머리 장식이 예쁘네요.	The hair ornament is pretty.	24 | 0.95
4530	매장		maejang	n.	shop	매장에는 손님이 별로 없어.	There are few customers at the shop.	24 | 0.73
4531	라운드		raundeu	n.	round (golf, boxing)	벌써 마지막 라운드구나.	It is already the final round.	24 | 0.53
4532	긴장하다		ginjanghada	v.	feel nervous, tense (up)	모두가 조금 긴장했다.	Everyone felt a little nervous.	24 | 0.88
4533	거세다		geoseda	a.	fierce, strong, wild	바람이 거세구나.	The wind is strong.	24 | 0.95
4534	냉전		naengjeon	n.	Cold War	새로운 냉전 시대가 올지도 몰라.	A new era of the Cold War may come.	24 | 0.82
4535	선장		seonjang	n.	captain (of a ship)	선장이 선원들을 모았다.	The captain called upon the sailors.	24 | 0.88
4536	채	3	chae	adv.	as yet, before, so far; completely, up to	나는 채 연설을 끝내지 못했어.	I couldn’t completely finish the speech.	24 | 0.94
4537	정국		jeongguk	n.	political situation	정국이 불안정해.	The political situation is unstable.	24 | 0.75
4538	의욕		uiyok	n.	volition, will, motivation	학생들은 의욕이 넘쳤어.	Students were full of motivation.	24 | 0.96
4539	흥분하다		heungbunhada	v.	excite	그렇게 흥분하지 마라.	Don’t be that excited.	24 | 0.92
4540	앞서		apseo	adv.	before, earlier; ahead, in advance	그들의 기술은 우리를 앞서 있다.	Their technology is ahead of ours.	24 | 0.92
4541	후손		huson	n.	descendant, offspring	그는 많은 후손들을 남겼어.	He left so many descendants.	24 | 0.90
4542	상상력		sangsangnyeok	n.	imagination	상상력이 풍부한 아이구나.	That’s a child with a rich imagination.	24 | 0.86
4543	명단		myeongdan	n.	list	합격자 명단이 나왔어.	The list of successful candidates has come out.	24 | 0.83
4544	사형		sahyeong	n.	death penalty	죄인에게 사형 선고가 내려졌다.	The death penalty was given to the criminal.	24 | 0.97
4545	지주		jiju	n.	landlord	이 땅 지주가 누굽니까?	Who is the landlord of this property?	24 | 0.91
4546	고장	2	gojang	n.	breakdown, trouble	엘리베이터 고장으로 걸어가셔야 합니다.	Because of the elevator breakdown, you’ll need to walk.	24 | 0.92
4547	각오		gago	n.	determination, resolution	각오를 단단히 하게.	Solidify your determination.	24 | 0.96
4548	어젯밤		eojetbam	n.	last night	어젯밤에 비가 왔어.	It rained last night.	24 | 0.74
4549	만물		manmul	n.	all things	만물이 깨어나는 봄이구나.	Finally it’s spring, which awakens all things.	24 | 0.83
4550	물체		mulche	n.	object	이상한 물체가 앞에 있다.	There’s a strange object up front.	24 | 0.79
4551	유사하다		yusahada	a.	similar, alike	이 제품은 경쟁사 제품과 유사하군요.	This product is similar to that of the rival company.	24 | 0.81
4552	장기적		janggijeok	n.	long term	장기적 계획이 세워져야 해.	The long-term plan must be established.	24 | 0.77
4553	진전		jinjeon	n.	progress, advance	일에 진전이 없다.	There is no progress at work.	24 | 0.87
4554	저서		jeoseo	n.	one’s book	저서를 한 권 얻고 싶어요.	I want to get one of your books.	24 | 0.90
4555	계통		gyetong	n.	system; family line; party, family	소화기 계통이 좀 약해요.	I have a weak digestive system.	24 | 0.90
4556	태풍		taepung	n.	typhoon	태풍이 곧 올 겁니다.	The typhoon will come soon.	24 | 0.83
4557	연관		yeongwan	n.	relation, connection	이론과 실제의 연관 방향을 찾고 있어요.	I am looking for connections between theory and practice.	24 | 0.90
4558	한층		hancheung	adv.	more, more and more	우리는 한층 목소리를 높였다.	We raised our voices more and more.	24 | 0.98
4559	당분간		dangbungan	adv.	for a while, for some time	당분간 이곳에 머물기로 했어.	We have decided to stay here for a while.	24 | 0.88
4560	지성		jiseong	n.	brain power, intelligence	서연은 지성과 지혜를 갖추고 있었다.	Seoyeon has intelligence and wisdom.	24 | 0.87
4561	지도	2	jido	n.	map	이곳은 지도에 안 나타나 있어.	This place is not represented on the map.	24 | 0.98
4562	나뉘다		nanwida	v.	be divided	우리 부서는 둘로 나뉘었다.	Our department was divided into two.	24 | 0.91
4563	수익		suik	n.	profit, earnings	수익이 얼마예요?	How much is the profit?	24 | 0.65
4564	얇다		yalda	a.	thin, flimsy	천이 매우 얇다.	The cloth is very thin.	24 | 0.95
4565	매매		maemae	n.	dealing, trading	그곳에서 매매가 이루어졌다.	The dealings were done there.	24 | 0.81
4566	공직자		gongjikja	n.	public official	공직자답게 책임을 져야지.	As a public official, you need to take responsibility.	24 | 0.62
4567	등급		deunggeup	n.	class, rank, rating	등급이 정해졌다.	The rank has been set.	24 | 0.70
4568	바퀴		bakwi	n.b.	wheel; COUNTER (turn, rotation)	우리는 동네에서 몇 바퀴만 돌기로 했다.	We decided to make a few turns in the town.	24 | 0.86
4569	독자적		dokjajeok	n.	independent	독자적 행동을 취하지 마세요.	Don’t take any independent action.	24 | 0.83
4570	계열사		gyeyeolsa	n.	subsidiary (company), affiliate	모두가 같은 계열사에 속하는 회사들이다.	They are all companies belonging to the same affiliates.	24 | 0.50
4571	홈런		homneon	n.	home run	그는 백 번째 홈런을 기록했다.	He set the record for the hundredth home run.	24 | 0.51
4572	제기		jegi	n.	bringing up, introduction	아무도 의문 제기를 안했지.	No one brought up a question.	24 | 0.82
4573	라도		rado	e.	CONNECTIVE, even, even if	힘들더라도 조금만 참아.	Even if it is tough, please endure a little more.	24 | 0.88
4574	힘쓰다		himsseuda	v.	strive, make an effort	모두가 발전을 위해 힘쓰고 있다.	Everyone is striving for development.	24 | 0.92
4575	지속되다		jisokdoeda	v.	last, continue	한 달 내내 장마가 지속되었다.	The rainy season lasted for the entire month.	24 | 0.85
4576	도쿄		dokyo	n.	Tokyo	걔는 도쿄에 살아.	He lives in Tokyo.	24 | 0.67
4577	공연히		gongyeonhi	adv.	unnecessarily, needlessly	공연히 아이를 나무랐구나.	I scolded the child unnecessarily.	24 | 0.84
4578	안전하다		anjeonhada	a.	safe, secure	이 지역은 안전해.	This region is safe.	24 | 0.98
4579	진심		jinsim	n.	sincerity, honesty	나는 진심을 담아 말했다.	I spoke with sincerity.	24 | 0.94
4580	디지털		dijiteol	n.	digital	디지털 시대에 맞는 상품이에요.	It is a product appropriate to the digital age.	24 | 0.57
4581	보증		bojeung	n.	guarantee, warranty	핸드폰 보증 기간이 남았나?	Is there any warranty left on the cellphone?	24 | 0.81
4582	명확하다		myeonghwakada	a.	clear, obvious, definite	이건 사실임이 명확해.	It’s clear that this is a fact.	24 | 0.91
4583	속성		sokseong	n.	attribute, properties	인간의 속성은 참으로 복잡하구나.	Human attributes are really complicated.	24 | 0.75
4584	학위		hagwi	n.	academic degree	민준은 신소재 연구로 학위를 받았다.	Minjun earned a degree using novel material in her research.	24 | 0.88
4585	험하다		heomhada	a.	tough	길이 아주 험해.	The road is very tough.	24 | 0.88
4586	이사장		isajang	n.	chair(person) of the board	이사장이 직접 우릴 방문할 거야.	The chair of the board will visit us in person.	24 | 0.69
4587	예술가		yesulga	n.	artist	예술가는 고된 삶을 살았지.	The artist lived a tough life.	24 | 0.93
4588	인공		ingong	n.	artificiality	인공 지능을 연구하고 싶어요.	I want to study artificial intelligence.	24 | 0.91
4589	대강		daegang	adv.	roughly, broadly	대강 무슨 일인지 설명해 주세요.	Explain roughly what it is.	24 | 0.81
4590	활짝		hwaljjak	adv.	widely, explicitly; brightly; in full blossom	꽃이 활짝 피었네.	Minjun earned a degree using novel material in her research.	24 | 0.93
4591	사안		saan	n.	issue, matter	이건 시급한 사안이에요.	This is an urgent issue.	24 | 0.76
4592	일선		ilseon	n.	front-line, first-line	많은 장병들이 일선에서 나라를 지킨다.	Many soldiers protect the nation from the front lines.	24 | 0.81
4593	갈래		gallae	n.	part, section, division	세 갈래 길이 나왔다.	A three-way split in the road appeared.	24 | 0.90
4594	전적		jeonjeok	n.	full, overall, complete	이 사건의 전적 책임은 제게 있습니다.	The full responsibility of this case is on me.	24 | 0.96
4595	식다		sikda	v.	cool down, get cold	커피가 다 식었어요.	The coffee all got cold.	24 | 0.92
4596	이어서		ieoseo	adv.	subsequently, continuously	이어서 사진 촬영이 있겠습니다.	Subsequently there will be a photo shoot.	24 | 0.87
4597	경제학		gyeongjehak	n.	economics	경제학이 인기가 많아요.	Economics is popular.	24 | 0.87
4598	법안		beoban	n.	bill	법안이 국회를 통과했다.	The bill passed Congress.	24 | 0.57
4599	유난히		yunanhi	adv.	particularly, exceptionally	유난히 날씨가 덥구나.	It is particularly hot.	24 | 0.93
4600	학술		haksul	n.	academic, scholarly	학술 행사로 교수님은 바쁘십니다.	The professor is busy because of academic events.	24 | 0.80
4601	길가		gilga	n.	roadside	차 한 대가 길가에 서 있어.	A car has been parked on the roadside.	24 | 0.90
4602	흘러나오다		heulleonaoda	v.	flow out, effuse	라디오에서 음악이 흘러나오고 있어.	Music is flowing out of the radio.	23 | 0.87
4603	감당하다		gamdanghada	v.	bear, fulfill the duty, cope with	나 혼자서는 감당할 수가 없어요.	I cannot bear it alone.	23 | 1.00
4604	연맹		yeonmaeng	n.	federation, union	국제 연맹에 가입한 국가가 얼마나 됩니까?	How many nations are affiliated with the international union?	23 | 0.73
4605	그중		geujung	n.	among other things (people)	그중 한 아이가 일어났어.	Among them all, one kid stood up.	23 | 0.99
4606	부상		busang	n.	injury, wound	선수가 부상을 입었다.	The athlete was wounded.	23 | 0.83
4607	장차		jangcha	adv.	in the future	따님은 장차 큰 인물이 될 겁니다.	Your daughter will become a prominent figure in the future.	23 | 0.95
4608	지분		jibun	n.	stake, share	그는 주식 지분을 상당히 보유하고 있다.	He owns a fair amount of shares.	23 | 0.46
4609	비서실		biseosil	n.	secretary’s office	비서실에서 전화가 왔더라.	There was a call from the secretary’s office.	23 | 0.71
4610	꾸준히		kkujunhi	adv.	consistently, steadily	꾸준히 공부하세요.	Study consistently.	23 | 0.87
4611	업적		eopjeok	n.	achievement	이 작품은 그의 가장 뛰어난 업적이야.	This piece of work is his most outstanding achievement.	23 | 0.88
4612	사상	2	sasang	n.	in history	그 일은 사상 최대의 사건이었어.	That affair was the biggest case in history.	23 | 0.66
4613	탄생하다		tansaenghada	v.	be born	새로운 스타가 탄생하는구나.	A new star is born.	23 | 0.85
